interp_r,interp_d,interp_mp1,interp_mp2
15820,11.02054,14.90933,20.58459
15830,11.02678,14.91395,20.58794
15840,11.03302,14.91857,20.59129
15850,11.03925,14.92319,20.59464
15860,11.04549,14.92782,20.59799
15870,11.05173,14.93245,20.60134
15880,11.05797,14.93707,20.6047
15890,11.06421,14.9417,20.60805
15900,11.07045,14.94633,20.61141
15910,11.07668,14.95097,20.61477
15920,11.08292,14.9556,20.61813
15930,11.08916,14.96024,20.6215
15940,11.09541,14.96487,20.62486
15950,11.10165,14.96951,20.62823
15960,11.10789,14.97415,20.6316
15970,11.11413,14.97879,20.63497
15980,11.12037,14.98343,20.63834
15990,11.12661,14.98808,20.64171
16000,11.13286,14.99273,20.64508
16010,11.1391,14.99737,20.64846
16020,11.14534,15.00202,20.65184
16030,11.15159,15.00667,20.65522
16040,11.15783,15.01132,20.6586
16050,11.16408,15.01598,20.66198
16060,11.17032,15.02063,20.66536
16070,11.17657,15.02529,20.66875
16080,11.18281,15.02995,20.67213
16090,11.18906,15.0346,20.67552
16100,11.19531,15.03926,20.67891
16110,11.20155,15.04393,20.6823
16120,11.2078,15.04859,20.6857
16130,11.21405,15.05325,20.68909
16140,11.2203,15.05792,20.69249
16150,11.22655,15.06259,20.69588
16160,11.23279,15.06726,20.69928
16170,11.23904,15.07193,20.70268
16180,11.24529,15.0766,20.70609
16190,11.25154,15.08127,20.70949
16200,11.25779,15.08595,20.71289
16210,11.26404,15.09062,20.7163
16220,11.2703,15.0953,20.71971
16230,11.27655,15.09998,20.72312
16240,11.2828,15.10466,20.72653
16250,11.28905,15.10934,20.72994
16260,11.2953,15.11403,20.73336
16270,11.30156,15.11871,20.73677
16280,11.30781,15.1234,20.74019
16290,11.31406,15.12809,20.74361
16300,11.32032,15.13277,20.74703
16310,11.32657,15.13746,20.75045
16320,11.33283,15.14216,20.75388
16330,11.33908,15.14685,20.7573
16340,11.34534,15.15155,20.76073
16350,11.35159,15.15624,20.76416
16360,11.35785,15.16094,20.76759
16370,11.36411,15.16564,20.77102
16380,11.37036,15.17034,20.77445
16390,11.37662,15.17504,20.77789
16400,11.38288,15.17974,20.78132
16410,11.38913,15.18445,20.78476
16420,11.39539,15.18915,20.7882
16430,11.40165,15.19386,20.79164
16440,11.40791,15.19857,20.79508
16450,11.41417,15.20328,20.79852
16460,11.42043,15.20799,20.80197
16470,11.42669,15.21271,20.80541
16480,11.43295,15.21742,20.80886
16490,11.43921,15.22214,20.81231
16500,11.44547,15.22685,20.81577
16510,11.45173,15.23157,20.81922
16520,11.458,15.23629,20.82267
16530,11.46426,15.24101,20.82613
16540,11.47052,15.24574,20.82959
16550,11.47678,15.25046,20.83304
16560,11.48305,15.25519,20.8365
16570,11.48931,15.25992,20.83996
16580,11.49557,15.26464,20.84343
16590,11.50184,15.26937,20.84689
16600,11.5081,15.2741,20.85036
16610,11.51437,15.27884,20.85382
16620,11.52063,15.28357,20.85729
16630,11.5269,15.28831,20.86077
